player_name,pitch_type,balls,xRV,xRV_100
"Devenski, Chris",FF,198,-1.3247292951414285,-0.6690551995663779
"Domínguez, Seranthony",FF,335,-7.519149300953257,-2.244522179389032
"Domínguez, Seranthony",SI,251,-6.331859940099591,-2.5226533625894785
"Doval, Camilo",FC,384,-9.580404755559478,-2.4948970717602807
"Doval, Camilo",SI,339,-7.165105914346011,-2.1136005647038383
"Doyle, Tommy",FC,168,-0.6202336253577376,-0.36918668176055813
"Doyle, Tommy",FF,142,-1.0906824130746826,-0.7680862063906215
"Doyle, Tommy",SI,11,-0.1522262902675662,-1.3838753660687837
"Duarte, Daniel",FC,112,-1.8219099803255345,-1.6267053395763702
"Duarte, Daniel",FF,154,-0.6520012004505842,-0.4233774028899897
"Duarte, Daniel",SI,161,-0.11139010134823615,-0.06918639835294171
"Dubin, Shawn",FC,25,-0.9169524091675878,-3.667809636670351
"Dubin, Shawn",FF,76,-0.9167230294354259,-1.206214512415034
"Duffey, Tyler",FF,12,-0.3409528733924031,-2.841273944936692
"Duffey, Tyler",SI,4,-0.1391088226661086,-3.477720566652715
"Dunning, Dane",FC,531,-10.90900375837045,-2.0544263198437758
"Dunning, Dane",FF,87,-1.400582000084687,-1.6098643679134335
"Dunning, Dane",SI,892,0.40660231604575026,0.04558321928764016
"Duran, Jhoan",FF,457,-11.03556884821388,-2.414785305954897
"Díaz, Alexis",FF,564,-17.76356416173177,-3.149568113782229
"Díaz, Miguel",FF,44,-0.2369574996113777,-0.5385397718440402
"Díaz, Miguel",SI,56,-0.6121916225738823,-1.0931993260247899
"Eaton, Nate",FF,9,0.1284048256661743,1.4267202851797147
"Eaton, Nate",SI,5,-0.13773984847664833,-2.7547969695329666
"Edwards Jr., Carl",FF,355,-8.901250557837868,-2.5073945233346104
"Edwards Jr., Carl",SI,4,0.0913900301590562,2.2847507539764047
"Eflin, Zach",FC,662,-7.521417256613186,-1.1361657487331098
"Eflin, Zach",FF,159,-2.579764697698061,-1.6224935205648183
"Eflin, Zach",SI,822,-13.669039327740718,-1.6629001615256347
"Elder, Bryce",FF,377,-0.7962339508945121,-0.21120263949456552
"Elder, Bryce",SI,1075,-13.46452024425198,-1.2525135110932075
"Englert, Mason",FF,290,-1.1939753932569173,-0.41171565284721284
"Eovaldi, Nathan",FC,383,-6.565738500815793,-1.7142920367665255
"Eovaldi, Nathan",FF,830,-9.678085531007998,-1.166034401326265
"Erceg, Lucas",FC,39,-2.1741735807461873,-5.574804053195352
"Erceg, Lucas",FF,288,-4.5252489502076525,-1.5712669965998793
"Erceg, Lucas",SI,330,-10.758042720049021,-3.2600129454694002
"Espada, Jose",FF,12,-0.08591620154082774,-0.7159683461735645
"Espino, Paolo",FF,36,0.17715810371525587,0.4921058436534885
"Estes, Joey",FC,14,-0.3017305154047906,-2.1552179671770757
"Estes, Joey",FF,77,-0.5458675034197047,-0.7089188356100061
"Estrada, Jeremiah",FF,199,-3.8003070399782155,-1.9097020301398067
"Estévez, Carlos",FF,753,-12.535588682389678,-1.6647528130663583
